,ID,Language,IdPredecessor,PersonNumber,PersonIdCode,Active,FirstName,LastName,GenderAsString,Canton,CantonName,CantonAbbreviation,Council,CouncilName,CouncilAbbreviation,ParlGroupNumber,ParlGroupName,ParlGroupAbbreviation,ParlGroupFunction,ParlGroupFunctionText,Party,PartyName,PartyAbbreviation,MilitaryRank,MilitaryRankText,MaritalStatus,MaritalStatusText,Nationality,BirthPlace_City,BirthPlace_Canton,Mandates,AdditionalMandate,AdditionalActivity,OfficialName,DateJoining,DateLeaving,DateElection,DateOath,DateResignation,Modified,NumberOfChildren,Citizenship,DateOfBirth,DateOfDeath
3195,3654,FR,,3654,,false,Daniel,Wirth,m,17,St-Gall,SG,1,Conseil national,CN,126,Centre,MC,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1872-12-25T00:00:00,1878-12-01T00:00:00,1869-12-06T00:00:00,1869-12-06T00:00:00,1878-12-01T00:00:00,2015-05-17T21:18:19.387,,St-Gall (SG),1815-12-07T00:00:00,1901-10-03T00:00:00
3196,3655,FR,,3655,,false,Adalbert,Wirz,m,6,Obwald,OW,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1907-12-03T00:00:00,1925-09-14T00:00:00,1901-12-02T00:00:00,1901-12-02T00:00:00,1925-09-14T00:00:00,2015-05-17T21:18:19.387,,Sarnen (OW),1848-06-16T00:00:00,1925-09-14T00:00:00
3197,3656,FR,,3656,,false,Franz,Wirz,m,6,Obwald,OW,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1848-11-06T00:00:00,1866-12-02T00:00:00,1848-11-06T00:00:00,1848-11-06T00:00:00,1866-12-02T00:00:00,2015-05-17T21:18:19.387,,Sarnen (OW),1816-01-13T00:00:00,1884-11-29T00:00:00
3198,3657,FR,,3657,,false,Hans,Wirz,m,1,Zurich,ZH,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,,1919-01-27T00:00:00,1919-10-01T00:00:00,1919-01-27T00:00:00,1919-01-27T00:00:00,1919-10-01T00:00:00,2015-05-17T21:18:19.387,,Gossau (ZH),1873-05-21T00:00:00,1943-01-16T00:00:00
3199,3658,FR,,3658,,false,Robert,Wirz,m,1,Zurich,ZH,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,,1922-12-04T00:00:00,1930-06-06T00:00:00,1922-12-04T00:00:00,1922-12-04T00:00:00,1930-06-06T00:00:00,2015-05-17T21:18:19.387,,"Winterthur (ZH),Gossau (ZH)",1871-02-28T00:00:00,1930-06-06T00:00:00
3200,3659,FR,,3659,,false,Theodor,Wirz,m,6,Obwald,OW,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1885-06-02T00:00:00,1901-09-13T00:00:00,1872-12-02T00:00:00,1872-12-02T00:00:00,1901-09-13T00:00:00,2015-05-17T21:18:19.387,,Sarnen (OW),1842-08-21T00:00:00,1901-09-13T00:00:00
3201,3660,FR,,3660,,false,Edgar,Woog,m,1,Zurich,ZH,1,Conseil national,CN,10,"Groupe du PdT, PSA, POCH",T,1,Membre,22,Parti Suisse du travail,PdT,,,,,,,,,,,Woog,1947-12-01T00:00:00,1952-12-07T00:00:00,1947-10-26T00:00:00,1947-12-01T00:00:00,1955-12-04T00:00:00,2015-05-17T21:18:19.387,,Zurich (ZH),1898-04-24T00:00:00,1973-06-20T00:00:00
3202,3661,FR,,3661,,false,Friedrich,Wüest,m,3,Lucerne,LU,1,Conseil national,CN,125,Gauche,LG,1,Membre,1440,Libéral,Lib*,,,,,,,,,,,,1881-12-05T00:00:00,1891-04-01T00:00:00,1881-12-05T00:00:00,1881-12-05T00:00:00,1891-04-01T00:00:00,2015-05-17T21:18:19.387,,Büron (LU),1843-05-01T00:00:00,1902-02-14T00:00:00
3203,3662,FR,,3662,,false,Albert,Wuilliamoz,m,22,Vaud,VD,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,,,,,,,,,,,,1922-12-04T00:00:00,1931-12-06T00:00:00,1922-12-04T00:00:00,1922-12-04T00:00:00,1931-12-06T00:00:00,2015-05-17T21:18:19.387,,Pomy (VD),1880-07-15T00:00:00,1959-05-06T00:00:00
3204,3663,FR,,3663,,false,Paul Ch.,Wulliémoz,m,22,Vaud,VD,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1871-07-03T00:00:00,1883-03-01T00:00:00,1871-07-03T00:00:00,1871-07-03T00:00:00,1883-03-01T00:00:00,2015-05-17T21:18:19.387,,Vuarrens (VD),1830-01-09T00:00:00,1892-04-28T00:00:00
3205,3664,FR,,3664,,false,Eugen,Wullschleger,m,12,Bâle-Ville,BS,2,Conseil des Etats,CE,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,,1925-12-07T00:00:00,1928-12-02T00:00:00,1925-12-07T00:00:00,1925-12-07T00:00:00,1928-12-02T00:00:00,2015-05-17T21:18:19.387,,"Bâle (BS),Vordemwald (AG)",1862-01-08T00:00:00,1931-08-29T00:00:00
3206,3665,FR,,3665,,false,Hans,Wunderli,m,1,Zurich,ZH,1,Conseil national,CN,7,Groupe libéral,L,1,Membre,16,Parti libéral démocrate,PLD,,,,,,,,,,,,1893-12-04T00:00:00,1899-12-03T00:00:00,1893-12-04T00:00:00,1893-12-04T00:00:00,1899-12-03T00:00:00,2015-05-17T21:18:19.387,,Meilen (ZH),1842-07-03T00:00:00,1921-01-23T00:00:00
3207,3666,FR,,3666,,false,Karl J.,Wunderli,m,1,Zurich,ZH,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,,,,,,,,,,,,1926-09-27T00:00:00,1943-12-05T00:00:00,1926-09-27T00:00:00,1926-09-27T00:00:00,1943-12-05T00:00:00,2015-05-17T21:18:19.387,,"Winterthur (ZH),Fällanden (ZH)",1881-11-21T00:00:00,1961-10-25T00:00:00
3208,3667,FR,,3667,,false,Jos. Felix Marin,Würth,m,17,St-Gall,SG,2,Conseil des Etats,CE,125,Gauche,LG,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1851-07-07T00:00:00,1852-12-01T00:00:00,1851-07-07T00:00:00,1851-07-07T00:00:00,1852-12-01T00:00:00,2015-05-17T21:18:19.387,,Lichtensteig (SG),1802-11-09T00:00:00,1896-05-01T00:00:00
3209,3668,FR,,3668,,false,Ernst,Wüthrich,m,2,Berne,BE,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,,1959-12-07T00:00:00,1975-11-30T00:00:00,1959-12-07T00:00:00,1959-12-07T00:00:00,1975-11-30T00:00:00,2015-05-17T21:18:19.387,,Trub (BE),1905-01-27T00:00:00,1978-06-06T00:00:00
3210,3669,FR,,3669,,false,Fritz-Charles,Wüthrich,m,1,Zurich,ZH,1,Conseil national,CN,5,Groupe AdI/PEP,U,1,Membre,17,Alliance des Indépendants,AdI,,,,,,,,,,,,1935-12-02T00:00:00,1939-12-03T00:00:00,1935-12-02T00:00:00,1935-12-02T00:00:00,1939-12-03T00:00:00,2015-05-17T21:18:19.387,,Trub (BE),1893-10-16T00:00:00,1976-08-18T00:00:00
3211,3670,FR,,3670,,false,Didier,Wyler,m,27,Tessin,TI,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,,1967-02-27T00:00:00,1979-11-25T00:00:00,1967-02-27T00:00:00,1967-02-27T00:00:00,1979-11-25T00:00:00,2015-05-17T21:18:19.387,,"Tägerwilen (TG),Genève (GE)",1917-08-03T00:00:00,1982-02-23T00:00:00
3212,3671,FR,,3671,,false,Alfred,Wyrsch,m,19,Argovie,AG,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1907-04-02T00:00:00,1924-07-09T00:00:00,1907-04-02T00:00:00,1907-04-02T00:00:00,1924-07-09T00:00:00,2015-05-17T21:18:19.387,,Killwangen (AG),1872-03-28T00:00:00,1924-07-09T00:00:00
3213,3672,FR,,3672,,false,Alois (Louis),Wyrsch,m,7,Nidwald,NW,1,Conseil national,CN,126,Centre,MC,1,Membre,1440,Libéral,Lib*,,,,,,,,,,,,1860-12-03T00:00:00,1872-12-01T00:00:00,1860-12-03T00:00:00,1860-12-03T00:00:00,1872-12-01T00:00:00,2015-05-17T21:18:19.387,,Buochs (NW),1825-06-15T00:00:00,1888-03-06T00:00:00
3214,3673,FR,,3673,,false,Jakob Konst.,Wyrsch,m,7,Nidwald,NW,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1894-06-04T00:00:00,1925-04-01T00:00:00,1894-06-04T00:00:00,1894-06-04T00:00:00,1925-04-01T00:00:00,2015-05-17T21:18:19.387,,Buochs (NW),1842-02-03T00:00:00,1933-01-07T00:00:00
3215,3674,FR,,3674,,false,Melchior Jos.,Wyrsch,m,7,Nidwald,NW,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1854-12-04T00:00:00,1857-12-06T00:00:00,1854-12-04T00:00:00,1854-12-04T00:00:00,1857-12-06T00:00:00,2015-05-17T21:18:19.387,,Buochs (NW),1817-02-27T00:00:00,1873-05-30T00:00:00
3216,3675,FR,,3675,,false,Edmund,Wyss,m,12,Bâle-Ville,BS,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,Wyss Edmund,1959-12-07T00:00:00,1971-11-28T00:00:00,1959-10-25T00:00:00,1959-12-07T00:00:00,1971-11-28T00:00:00,2015-05-17T21:18:19.387,,Bâle (BS),1916-12-21T00:00:00,2002-08-17T00:00:00
3217,3676,FR,,3676,,false,Ludwig,Wyss,m,2,Berne,BE,1,Conseil national,CN,125,Gauche,LG,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1863-12-07T00:00:00,1872-04-19T00:00:00,1863-12-07T00:00:00,1863-12-07T00:00:00,1872-04-19T00:00:00,2015-05-17T21:18:19.387,,"Berne (BE),Rickenbach (SO)",1820-11-14T00:00:00,1872-04-19T00:00:00
3218,3677,FR,,3677,,false,S. J. Ernst,Wyss,m,2,Berne,BE,1,Conseil national,CN,7,Groupe libéral,L,1,Membre,16,Parti libéral démocrate,PLD,,,,,,,,,,,,1899-12-04T00:00:00,1914-12-06T00:00:00,1899-12-04T00:00:00,1899-12-04T00:00:00,1914-12-06T00:00:00,2015-05-17T21:18:19.387,,Berne (BE),1857-01-19T00:00:00,1916-10-02T00:00:00
3219,3678,FR,,3678,,false,Jean,Yersin,m,22,Vaud,VD,1,Conseil national,CN,7,Groupe libéral,L,1,Membre,16,Parti libéral démocrate,PLD,,,,,,,,,,,,1914-03-23T00:00:00,1919-11-01T00:00:00,1914-03-23T00:00:00,1914-03-23T00:00:00,1919-11-01T00:00:00,2015-05-17T21:18:19.387,,"Fleurier (NE),Rougemont (VD)",1864-09-21T00:00:00,1934-12-23T00:00:00
3220,3679,FR,,3679,,false,Benigno,Zaccheo,m,27,Tessin,TI,2,Conseil des Etats,CE,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1856-07-07T00:00:00,1857-12-06T00:00:00,1856-07-07T00:00:00,1856-07-07T00:00:00,1857-12-06T00:00:00,2015-05-17T21:18:19.387,,Brissago (TI),1812-10-05T00:00:00,1877-05-07T00:00:00
3221,3680,FR,,3680,,false,Hans Rudolf,Zangger,m,1,Zurich,ZH,2,Conseil des Etats,CE,107,Gauche démocratique,DL,1,Membre,1404,Démocrates,Dém*,,,,,,,,,,,,1875-12-06T00:00:00,1878-12-01T00:00:00,1875-12-06T00:00:00,1875-12-06T00:00:00,1878-12-01T00:00:00,2015-05-17T21:18:19.387,,"Zurich (ZH),Uster (ZH)",1826-11-30T00:00:00,1882-03-06T00:00:00
3222,3681,FR,,3681,,false,J. Heinrich,Zangger,m,1,Zurich,ZH,1,Conseil national,CN,125,Gauche,LG,1,Membre,1440,Libéral,Lib*,,,,,,,,,,,,1851-12-01T00:00:00,1863-12-06T00:00:00,1851-12-01T00:00:00,1851-12-01T00:00:00,1863-12-06T00:00:00,2015-05-17T21:18:19.387,,Uster (ZH),1792-06-13T00:00:00,1869-06-12T00:00:00
3223,3682,FR,,3682,,false,Alois,Zehnder,m,9,Zoug,ZG,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1951-03-27T00:00:00,1966-12-31T00:00:00,1951-03-27T00:00:00,1951-03-27T00:00:00,1966-12-31T00:00:00,2015-05-17T21:18:19.387,,Zoug (ZG),1889-03-22T00:00:00,1981-02-28T00:00:00
3224,3683,FR,,3683,,false,Walter,Zelger,m,7,Nidwald,NW,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1872-12-02T00:00:00,1874-07-20T00:00:00,1872-12-02T00:00:00,1872-12-02T00:00:00,1874-07-20T00:00:00,2015-05-17T21:18:19.387,,Stans (NW),1826-02-11T00:00:00,1874-07-20T00:00:00
3225,3684,FR,,3684,,false,Edoardo,Zeli,m,27,Tessin,TI,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,,1935-12-02T00:00:00,1947-11-30T00:00:00,1935-12-02T00:00:00,1935-12-02T00:00:00,1947-11-30T00:00:00,2015-05-17T21:18:19.387,,Crana (TI),1882-08-29T00:00:00,1962-08-25T00:00:00
3226,3685,FR,,3685,,false,Andreas,Zeller,m,17,St-Gall,SG,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1955-12-05T00:00:00,1970-09-12T00:00:00,1955-12-05T00:00:00,1955-12-05T00:00:00,1970-09-12T00:00:00,2015-05-17T21:18:19.387,,Quarten (SG),1903-07-08T00:00:00,1970-09-12T00:00:00
3227,3686,FR,,3686,,false,Eduard,Zellweger,m,1,Zurich,ZH,2,Conseil des Etats,CE,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,Zellweger,1963-12-02T00:00:00,1967-12-03T00:00:00,1963-12-02T00:00:00,1963-12-02T00:00:00,1967-12-03T00:00:00,2015-05-17T21:18:19.387,,"Zurich (ZH),Trogen (AR)",1901-12-29T00:00:00,1975-07-08T00:00:00
3228,3687,FR,,3687,,false,Joseph,Zemp,m,3,Lucerne,LU,99,Conseil fédéral,CF,,,,,,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,Zemp Joseph,1902-01-01T00:00:00,1902-12-31T00:00:00,1891-12-17T00:00:00,1902-01-01T00:00:00,1902-12-31T00:00:00,2015-05-17T21:18:19.387,,Entlebuch (LU),1834-11-03T00:00:00,1908-12-08T00:00:00
3229,3688,FR,,3688,,false,Ignaz,Zenruffinen,m,23,Valais,VS,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1876-06-05T00:00:00,1878-05-01T00:00:00,1876-06-05T00:00:00,1876-06-05T00:00:00,1878-05-01T00:00:00,2015-05-17T21:18:19.387,,Loèche-La-Ville (VS),1809-06-16T00:00:00,1890-01-10T00:00:00
3230,3689,FR,,3689,,false,Julius,Zenruffinen,m,23,Valais,VS,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1917-12-03T00:00:00,1920-04-01T00:00:00,1917-12-03T00:00:00,1917-12-03T00:00:00,1920-04-01T00:00:00,2015-05-17T21:18:19.387,,Loèche-La-Ville (VS),1847-05-17T00:00:00,1926-03-01T00:00:00
3231,3690,FR,,3690,,false,Joseph,Zermatten,m,23,Valais,VS,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1859-07-04T00:00:00,1861-03-01T00:00:00,1859-07-04T00:00:00,1859-07-04T00:00:00,1861-03-01T00:00:00,2015-05-17T21:18:19.387,,St-Martin (VS),1806-05-05T00:00:00,1888-04-16T00:00:00
3232,3691,FR,,3691,,false,Max Johann,Z'graggen,m,12,Bâle-Ville,BS,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1919-12-01T00:00:00,1935-12-01T00:00:00,1919-12-01T00:00:00,1919-12-01T00:00:00,1935-12-01T00:00:00,2015-05-17T21:18:19.387,,"Bâle (BS),Schattdorf (UR)",1881-03-14T00:00:00,1938-05-18T00:00:00
3233,3692,FR,,3692,,false,Gottlieb,Ziegler,m,1,Zurich,ZH,1,Conseil national,CN,107,Gauche démocratique,DL,1,Membre,1404,Démocrates,Dém*,,,,,,,,,,,,1874-05-30T00:00:00,1877-03-01T00:00:00,1871-11-06T00:00:00,1871-11-06T00:00:00,1877-03-01T00:00:00,2015-05-17T21:18:19.387,,Winterthur (ZH),1828-08-09T00:00:00,1898-06-22T00:00:00
3234,3693,FR,,3693,,false,Julius C.,Ziegler,m,14,Schaffhouse,SH,2,Conseil des Etats,CE,126,Centre,MC,1,Membre,1440,Libéral,Lib*,,,,,,,,,,,,1857-07-06T00:00:00,1859-01-01T00:00:00,1857-07-06T00:00:00,1857-07-06T00:00:00,1859-01-01T00:00:00,2015-05-17T21:18:19.387,,Schaffhouse (SH),1806-02-16T00:00:00,1862-01-06T00:00:00
3235,3694,FR,,3694,,false,Paul Karl Eduard,Ziegler,m,1,Zurich,ZH,1,Conseil national,CN,109,Droite évangélique (cons. réf.),ER,1,Membre,1456,Conservateurs réformés,ConsR*,,,,,,,,,,,,1860-12-03T00:00:00,1866-12-02T00:00:00,1860-12-03T00:00:00,1860-12-03T00:00:00,1866-12-02T00:00:00,2015-05-17T21:18:19.387,,Zurich (ZH),1800-12-11T00:00:00,1882-08-21T00:00:00
3236,3695,FR,,3695,,false,Theodor,Ziegler,m,1,Zurich,ZH,2,Conseil des Etats,CE,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1869-07-05T00:00:00,1869-12-05T00:00:00,1869-07-05T00:00:00,1869-07-05T00:00:00,1869-12-05T00:00:00,2015-05-17T21:18:19.387,,Winterthur (ZH),1832-09-03T00:00:00,1917-12-09T00:00:00
3237,3696,FR,,3696,,false,Paul,Zigerli,m,1,Zurich,ZH,1,Conseil national,CN,99,Non inscrit,-,1,Membre,18,Parti évangélique suisse,PEV,,,,,,,,,,,Zigerli,1943-12-06T00:00:00,1951-12-04T00:00:00,1943-10-31T00:00:00,1943-12-06T00:00:00,1956-02-24T00:00:00,2015-05-17T21:18:19.387,,"Zurich (ZH),Gleresse (BE)",1883-04-01T00:00:00,1956-02-24T00:00:00
3238,3697,FR,,3697,,false,Jakob,Zimmerli,m,3,Lucerne,LU,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1919-12-01T00:00:00,1935-12-01T00:00:00,1919-12-01T00:00:00,1919-12-01T00:00:00,1935-12-01T00:00:00,2015-05-17T21:18:19.387,,Oftringen (AG),1863-03-08T00:00:00,1940-10-22T00:00:00
3239,3698,FR,,3698,,false,Balthasar,Zimmermann,m,1,Zurich,ZH,1,Conseil national,CN,5,Groupe AdI/PEP,U,1,Membre,17,Alliance des Indépendants,AdI,,,,,,,,,,,,1935-12-02T00:00:00,1937-06-01T00:00:00,1935-12-02T00:00:00,1935-12-02T00:00:00,1937-06-01T00:00:00,2015-05-17T21:18:19.387,,"Schwändi (GL),Glaris (GL)",1895-02-13T00:00:00,1937-10-13T00:00:00
3240,3699,FR,,3699,,false,Jakob,Zimmermann,m,11,Soleure,SO,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1902-06-02T00:00:00,1917-12-02T00:00:00,1902-06-02T00:00:00,1902-06-02T00:00:00,1917-12-02T00:00:00,2015-05-17T21:18:19.387,,Mühledorf (SO),1842-10-27T00:00:00,1922-03-16T00:00:00
3241,3700,FR,,3700,,false,Johann,Zimmermann,m,2,Berne,BE,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,Zimmermann,1887-12-05T00:00:00,1911-12-03T00:00:00,1887-12-05T00:00:00,1887-12-05T00:00:00,1911-12-03T00:00:00,2015-05-17T21:18:19.387,,Lyss (BE),1853-10-15T00:00:00,1927-08-05T00:00:00
3242,3701,FR,,3701,,false,Jakob,Zingg,m,20,Thurgovie,TG,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,,,,,,,,,,,,1931-09-14T00:00:00,1935-12-01T00:00:00,1931-09-14T00:00:00,1931-09-14T00:00:00,1935-12-01T00:00:00,2015-05-17T21:18:19.387,,Bürglen (TG),1867-03-26T00:00:00,1943-01-23T00:00:00
3243,3702,FR,,3702,,false,Johann Jakob L.,Zingg,m,17,St-Gall,SG,2,Conseil des Etats,CE,125,Gauche,LG,1,Membre,1440,Libéral,Lib*,,,,,,,,,,,,1853-01-10T00:00:00,1855-06-01T00:00:00,1853-01-10T00:00:00,1853-01-10T00:00:00,1855-06-01T00:00:00,2015-05-17T21:18:19.387,,Kaltbrunn (SG),1810-12-05T00:00:00,1879-09-05T00:00:00
3244,3703,FR,,3703,,false,Josef,Zingg,m,3,Lucerne,LU,1,Conseil national,CN,126,Centre,MC,1,Membre,1440,Libéral,Lib*,,,,,,,,,,,,1872-12-02T00:00:00,1878-12-01T00:00:00,1872-12-02T00:00:00,1872-12-02T00:00:00,1878-12-01T00:00:00,2015-05-17T21:18:19.387,,Meggen (LU),1828-02-05T00:00:00,1891-01-19T00:00:00
3245,3704,FR,,3704,,false,Rudolf,Zinggeler,m,1,Zurich,ZH,1,Conseil national,CN,107,Gauche démocratique,DL,1,Membre,1404,Démocrates,Dém*,,,,,,,,,,,,1875-12-06T00:00:00,1878-05-01T00:00:00,1875-12-06T00:00:00,1875-12-06T00:00:00,1878-05-01T00:00:00,2015-05-17T21:18:19.387,,"Elgg (ZH),Richterswil (ZH)",1819-11-24T00:00:00,1897-10-11T00:00:00
3246,3705,FR,,3705,,false,Otto,Zoller,m,12,Bâle-Ville,BS,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1902-12-01T00:00:00,1905-12-03T00:00:00,1902-12-01T00:00:00,1902-12-01T00:00:00,1905-12-03T00:00:00,2015-05-17T21:18:19.387,,"Bâle (BS),Wängi (TG)",1864-04-14T00:00:00,1940-05-02T00:00:00
3247,3706,FR,,3706,,false,F. V. Konradin,Zschokke,m,19,Argovie,AG,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1903-12-08T00:00:00,1917-12-02T00:00:00,1897-12-06T00:00:00,1897-12-06T00:00:00,1917-12-02T00:00:00,2015-05-17T21:18:19.387,,"Aarau (AG),Malans (GR)",1842-04-14T00:00:00,1918-12-17T00:00:00
3248,3707,FR,,3707,,false,P. Olivier,Zschokke,m,19,Argovie,AG,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1890-12-01T00:00:00,1897-12-01T00:00:00,1890-12-01T00:00:00,1890-12-01T00:00:00,1897-12-01T00:00:00,2015-05-17T21:18:19.387,,"Aarau (AG),Malans (GR)",1826-07-22T00:00:00,1898-04-09T00:00:00
3249,3708,FR,,3708,,false,Richard,Zschokke,m,19,Argovie,AG,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,,,,,,,,,,,Zschokke,1919-06-02T00:00:00,1935-12-01T00:00:00,1919-06-02T00:00:00,1919-06-02T00:00:00,1935-12-01T00:00:00,2015-05-17T21:18:19.387,,Gontenschwil (AG),1865-02-11T00:00:00,1946-05-25T00:00:00
3250,3709,FR,,3709,,false,Frédéric Auguste,Zuberbühler,m,24,Neuchâtel,NE,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,Zuberbühler Frédéric Auguste,1854-12-04T00:00:00,1857-12-06T00:00:00,1854-12-04T00:00:00,1854-12-04T00:00:00,1857-12-06T00:00:00,2015-05-17T21:18:19.387,,"Appenzell (AI),Epagnier (NE)",1796-04-15T00:00:00,1866-04-18T00:00:00
3251,3710,FR,,3710,,false,Johannes,Zuberbühler,m,15,Appenzell Rh.-Ext.,AR,1,Conseil national,CN,126,Centre,MC,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,Zuberbühler Johannes,1890-09-22T00:00:00,1893-12-31T00:00:00,1890-10-29T00:00:00,1890-09-22T00:00:00,1896-12-06T00:00:00,2015-05-17T21:18:19.387,,Gais (AR),1837-11-25T00:00:00,1904-12-12T00:00:00
3252,3711,FR,,3711,,false,Johannes,Züblin,m,17,St-Gall,SG,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1919-12-01T00:00:00,1925-12-06T00:00:00,1919-12-01T00:00:00,1919-12-01T00:00:00,1925-12-06T00:00:00,2015-05-17T21:18:19.387,,Mogelsberg (SG),1868-03-20T00:00:00,1955-11-29T00:00:00
3253,3712,FR,,3712,,false,Anton,Zumbühl,m,7,Nidwald,NW,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,Zumbühl Anton,1925-06-02T00:00:00,1937-04-01T00:00:00,1925-06-02T00:00:00,1925-06-02T00:00:00,1937-04-01T00:00:00,2015-05-17T21:18:19.387,,Wolfenschiessen (NW),1863-12-25T00:00:00,1947-10-23T00:00:00
3254,3713,FR,,3713,,false,Fritz,Zumstein,m,2,Berne,BE,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1899-12-04T00:00:00,1917-12-02T00:00:00,1899-12-04T00:00:00,1899-12-04T00:00:00,1917-12-02T00:00:00,2015-05-17T21:18:19.387,,Seeberg (BE),1858-05-12T00:00:00,1922-04-11T00:00:00
