,ID,Language,PersonNumber,PersonIdCode,Title,TitleText,LastName,GenderAsString,DateOfBirth,DateOfDeath,MaritalStatus,MaritalStatusText,PlaceOfBirthCity,PlaceOfBirthCanton,Modified,FirstName,OfficialName,MilitaryRank,MilitaryRankText,NativeLanguage,NumberOfChildren
3289,3877,FR,3877,2680,,,Fiala,f,1957-01-29T00:00:00,,,,Zurich,Zurich,2020-09-28T08:13:12.8,Doris,Fiala,,,D,
3290,3878,FR,3878,2681,,,Flückiger-Bäni,f,1952-06-01T00:00:00,,,,Aarau,Argovie,2019-10-15T09:55:01.553,Sylvia,Flückiger Sylvia,,,D,
3291,3879,FR,3879,2682,199,Ing. civ. EPFL-SIA-SATW,Français,m,1955-10-01T00:00:00,,,,Metz,,2020-02-14T15:56:27,Olivier,Français,,,F,
3292,3880,FR,3880,2683,302,dipl. Kindergärtnerin / dipl. Reitpädagogin / dipl.  Polizistin,Geissbühler,f,1976-08-03T00:00:00,,2,marié(e),Berne,Berne,2019-11-28T14:16:55.213,Andrea Martina,Geissbühler,,,D,3
3293,3881,FR,3881,2684,39,Dr. med.,Gilli,f,1957-03-07T00:00:00,,,,Baar,Zoug,2018-10-05T16:09:20.617,Yvonne,Gilli,,,D,
3294,3882,FR,3882,2685,319,"dipl. ETH Umweltnaturwissenschaftler/Dr.sc. ETH Zürich, EMBA Universität Zürich",Girod,m,1980-12-21T00:00:00,,,,Genève,Genève,2021-03-22T16:42:26.127,Bastien,Girod,,,D,
3295,3883,FR,3883,2686,,,Glauser-Zufferey,f,1954-10-18T00:00:00,,,,Sierre,Valais,2019-10-15T09:55:01.583,Alice,Glauser,,,F,
3296,3884,FR,3884,2687,60,Dr. ès sc. pol.,Graber,m,1946-07-08T00:00:00,,,,La Chaux-de-Fonds,Neuchâtel,2018-10-05T16:10:30.55,Jean-Pierre,Graber Jean-Pierre,2,Appointé,F,
3297,3885,FR,3885,2688,90,Maitre agriculteur,Grin,m,1947-03-16T00:00:00,,,,Valeyres-sous-Rances,Vaud,2019-10-22T15:18:44.2,Jean-Pierre,Grin,,,F,
3298,3886,FR,3886,2689,260,Pat. Ingenieur-Geometer,Grunder,m,1956-06-13T00:00:00,,,,Rüderswil,Berne,2019-10-15T09:55:01.553,Hans,Grunder,,,D,
3299,3887,FR,3887,2690,89,Eidg. dipl. Kaufmann,Heer,m,1961-10-12T00:00:00,,,,Zurich,Zurich,2019-10-25T15:18:44.707,Alfred,Heer,1,Soldat,D,
3300,3888,FR,3888,2691,,,Hiltpold,m,1969-05-05T00:00:00,,,,Zurich,Zurich,2018-12-05T08:29:22.927,Hugues,Hiltpold,2,Appointé,F,
3301,3889,FR,3889,2692,258,Master IUHEID,Hodgers,m,1976-02-07T00:00:00,,,,Buenos Aires,,2015-05-17T21:18:19.387,Antonio,Hodgers,,,ES,
3302,3890,FR,3890,2693,191,"MBA, Master of Business Administration",Hurter,m,1963-11-01T00:00:00,,,,Zurich,Zurich,2019-10-22T15:18:44.2,Thomas,Hurter Thomas,11,Capitaine,D,
3303,3891,FR,3891,2694,192,Prof. Dr. iur.,Jositsch,m,1965-03-25T00:00:00,,,,Zurich,Zurich,2022-07-28T09:57:14.45,Daniel,Jositsch,13,Lieutenant-colonel,D,
3304,3892,FR,3892,2695,205,Eidg. dipl. Maurermeister,Killer,m,1948-03-09T00:00:00,,,,Baden,Argovie,2018-10-05T16:22:08.567,Hans,Killer Hans,2,Appointé,D,
3305,3893,FR,3893,2696,214,-,Lachenmeier-Thüring,f,1959-10-16T00:00:00,,,,Bâle,Bâle-Ville,2018-10-09T15:14:44.877,Anita,Lachenmeier,,,D,
3306,3894,FR,3894,2697,3,lic. en droit,Lumengo,m,1962-02-22T00:00:00,,,,Lussenga,,2016-12-19T10:01:14.79,Ricardo,Lumengo,,,Pt,
3307,3895,FR,3895,2698,185,"Avocat, Master of Laws",Lüscher,m,1963-12-06T00:00:00,,,,Genéve,Genève,2019-10-22T15:22:34.86,Christian,Lüscher,,,F,
3308,3896,FR,3896,2699,50,lic. rer. pol.,Malama,m,1960-10-18T00:00:00,2012-09-22T00:00:00,,,Zurich,Zurich,2018-10-09T14:28:27.387,Peter,Malama,29,--,D,
3309,3897,FR,3897,2700,98,lic. phil.,Moser,f,1979-04-06T00:00:00,,,,Zurich,Zurich,2022-02-04T10:29:57.977,Tiana Angelina,Moser,,,D,
3310,3898,FR,3898,2701,184,lic. en droit (Master),Nidegger,m,1957-05-17T00:00:00,,,,Zurich,Zurich,2020-02-14T15:18:51.787,Yves,Nidegger,1,Soldat,F,
3311,3899,FR,3899,2702,100,dipl. EI. Ing. HTL,Nussbaumer,m,1960-07-11T00:00:00,,,,Mulhouse,,2021-09-30T09:17:52.173,Eric,Nussbaumer,2,Appointé,D,
3312,3900,FR,3900,2703,,,Perrinjaquet,f,1955-08-24T00:00:00,,,,Paris,,2015-05-17T21:18:19.387,Sylvie,Perrinjaquet,,,F,
3313,3901,FR,3901,2704,238,MLaw,Reimann,m,1982-09-18T00:00:00,,,,Aarau,Argovie,2021-02-01T15:26:10.857,Lukas,Reimann Lukas,40,Soldat aD,D,
3314,3902,FR,3902,2705,,,Rickli,f,1976-11-19T00:00:00,,,,Winterthur,Zurich,2018-02-21T09:29:12.633,Natalie,Rickli Natalie,,,D,
3315,3903,FR,3903,2706,186,Master of Public Health,Rielle,m,1952-08-13T00:00:00,,,,Lausanne,Vaud,2018-10-09T15:37:15.807,Jean-Charles,Rielle,2,Appointé,F,
3316,3904,FR,3904,2707,12,lic. phil. I,Schmid-Federer,f,1965-11-10T00:00:00,,,,Zurich,Zurich,2018-06-07T16:54:25.5,Barbara,Schmid-Federer,,,D,
3317,3905,FR,3905,2708,115,lic. iur.,Schmidt,m,1962-07-16T00:00:00,,,,Sierre,Valais,2017-06-13T14:58:04.843,Roberto,Schmidt Roberto,1,Soldat,D,
3318,3906,FR,3906,2709,190,dipl. phil. I,Segmüller,m,1952-03-08T00:00:00,,,,Lucerne,Lucerne,2018-10-09T16:27:54.66,Pius,Segmüller,14,Colonel,D,
3319,3907,FR,3907,2710,35,lic. ès lettres,Thorens Goumaz,f,1971-12-15T00:00:00,,,,Soleure,Soleure,2021-09-03T08:58:17.293,Adèle,Thorens Goumaz,,,F,
3320,3908,FR,3908,2711,212,Rechtsanwalt,von Graffenried,m,1962-08-16T00:00:00,,,,Coire,Grisons,2018-10-09T16:37:08.923,Alec,von Graffenried,2,Appointé,D,
3321,3909,FR,3909,2712,204,dipl. Informatiker,von Rotz,m,1966-10-15T00:00:00,,,,Sarnen,Obwald,2018-10-09T16:37:15.907,Christoph,von Rotz,,,D,
3322,3910,FR,3910,2713,,,von Siebenthal,m,1958-12-30T00:00:00,,,,Gstaad,Berne,2019-10-22T15:28:14.987,Erich,von Siebenthal,2,Appointé,D,
3323,3911,FR,3911,2714,,,Voruz,m,1945-07-05T00:00:00,,,,Moudon,Vaud,2018-10-09T16:37:30.803,Eric,Voruz,,,F,
3324,3912,FR,3912,2715,328,Dipl. Masch.-Ing. FH,Wasserfallen,m,1981-06-30T00:00:00,,,,Berne,Berne,2022-02-09T15:38:41.587,Christian,Wasserfallen Christian,2,Appointé,D,
3325,3913,FR,3913,2716,115,lic. iur.,Wyss,f,1960-04-22T00:00:00,,,,Lüsslingen,Soleure,2018-10-09T16:42:44.72,Brigit,Wyss Brigit,,,D,
3326,3914,FR,3914,2717,179,"Lic. en droit, brevet d'avocat",Cramer,m,1954-02-07T00:00:00,,,,Amsterdam,,2015-12-03T17:17:37.373,Robert,Cramer,,,F,
3327,3915,FR,3915,2718,77,lic. ès sc. éc.,Fournier,m,1957-12-18T00:00:00,,,,Riddes,Valais,2019-11-11T11:42:15.997,Jean-René,Fournier,12,Major,F,
3328,3916,FR,3916,2719,,,Hêche,m,1952-12-20T00:00:00,,,,Porrentruy,Jura,2019-10-15T10:40:38.3,Claude,Hêche,,,F,
3329,3917,FR,3917,2720,,,Imoberdorf,m,1950-04-24T00:00:00,,,,Münster,Valais,2018-10-05T16:18:35.953,René,Imoberdorf,12,Major,D,
3330,3918,FR,3918,2721,,,Luginbühl,m,1958-01-04T00:00:00,,,,Krattigen,Berne,2019-10-15T10:40:38.3,Werner,Luginbühl,11,Capitaine,D,
3331,3919,FR,3919,2722,,,Niederberger,m,1948-12-05T00:00:00,,,,Büren,Nidwald,2018-10-09T15:28:28.28,Paul,Niederberger,5,Fourrier,D,
3332,3920,FR,3920,2723,3,lic. en droit,Seydoux-Christe,f,1958-07-07T00:00:00,,,,Delémont,Jura,2019-10-15T10:40:38.3,Anne,Seydoux,,,F,
3333,3921,FR,3921,2724,211,Betriebsökonom HWV,Graber,m,1958-07-24T00:00:00,,,,Lucerne,Lucerne,2019-10-15T10:40:38.283,Konrad,Graber Konrad,24,Officier spécialisé,D,
3334,3922,FR,3922,2725,272,Ingénieur agronome HES,Favre,m,1972-10-14T00:00:00,,,,Fleurier,Neuchâtel,2018-10-05T16:03:53.35,Laurent,Favre Laurent,1,Soldat,F,
3335,3923,FR,3923,2726,134,lic. ès sc. pol.,Marra,f,1973-03-10T00:00:00,,,,Lausanne,Vaud,2019-11-26T16:57:45.403,Ada,Marra,,,F,
3336,3924,FR,3924,2727,263,"dipl. en physique, Master en énergie",van Singer,m,1950-01-20T00:00:00,,,,Triest,,2018-10-09T16:35:14.547,Christian,van Singer,1,Soldat,F,
3337,3931,FR,3931,2728,224,"dipl. Ing. ETH / SIA, Professor",Weibel,m,1954-07-14T00:00:00,,,,Horgen,Zurich,2019-10-15T09:55:01.553,Thomas,Weibel,12,Major,D,
3338,3934,FR,3934,2730,,,Widmer-Schlumpf,f,1956-03-16T00:00:00,,,,Felsberg,Grisons,2018-10-09T16:41:49.937,Eveline,Widmer-Schlumpf,,,D,
3339,3939,FR,3939,2729,111,dipl. math.,Freitag,m,1952-12-12T00:00:00,2013-10-05T00:00:00,,,Glaris,Glaris,2018-10-05T16:06:11.07,Pankraz,Freitag,4,Sergent,D,
3340,3990,FR,3990,,6,Dr. iur.,Lanz,m,1948-06-05T00:00:00,,,,,,2018-10-09T15:15:19.497,Christoph,Lanz,,,D,
3341,3991,FR,3991,3111,112,lic. iur. / LL. M.,Helbling,m,1961-08-07T00:00:00,,,,,,2016-05-24T13:59:16.603,Thomas,Helbling,,,D,
3342,3999,FR,3999,2732,223,Prof.,Prelicz-Huber,f,1959-10-12T00:00:00,,2,marié(e),Berne,Berne,2023-01-10T09:58:25.143,Katharina,Prelicz-Huber,,,D,1
3343,4001,FR,4001,2733,12,lic. phil. I,Weber-Gobet,f,1957-01-08T00:00:00,,,,Fribourg,Fribourg,2018-10-09T16:39:45.23,Marie-Thérèse,Weber-Gobet,,,D,
3344,4007,FR,4007,2734,,,Chopard-Acklin,m,1966-08-30T00:00:00,,,,Untersiggenthal,Argovie,2018-10-05T13:41:42.033,Max,Chopard-Acklin,,,D,
3345,4008,FR,4008,2735,225,Eidg. Dipl. Betriebsökonom HWV,Landolt,m,1968-06-30T00:00:00,,,,Näfels,Glaris,2022-07-01T13:43:34.513,Martin,Landolt,,,D,
3346,4010,FR,4010,2736,,,Simonazzi,m,1968-11-17T00:00:00,,,,Monthey,Valais,2015-05-17T21:18:19.387,André,Simonazzi,,,F,
3347,4014,FR,4014,2737,214,-,Brönnimann,m,1955-03-27T00:00:00,,,,Belp,Berne,2018-10-05T13:35:10.39,Andreas,Brönnimann,3,Caporal,D,
3348,4018,FR,4018,2738,231,Master of Public Health / Licence en biologie,Maire,m,1957-05-27T00:00:00,,,,Neuchâtel,Neuchâtel,2019-10-15T09:55:01.553,Jacques-André,Maire Jacques-André,1,Soldat,F,
3349,4024,FR,4024,2739,227,lic. sc. com.,Gobbi,m,1977-03-23T00:00:00,,,,Faido,Tessin,2018-10-05T16:10:03.447,Norman,Gobbi,12,Major,I,
3350,4025,FR,4025,2740,,,Büchel,m,1965-10-08T00:00:00,,,,Altstätten,St-Gall,2019-11-28T08:45:21.157,Roland Rino,Büchel Roland,,,D,1
3351,4026,FR,4026,2741,,,Comte,m,1979-09-29T00:00:00,,,,Neuchâtel,Neuchâtel,2018-02-21T09:13:51.9,Raphaël,Comte,,,F,
3352,4027,FR,4027,2742,228,Expert fiscal diplômé,Roux,m,1960-04-24T00:00:00,,,,Grimisuat,Valais,2018-10-09T16:21:00,Paul-André,Roux,1,Soldat,F,
3353,4030,FR,4030,2743,,,Birrer-Heimo,f,1959-02-04T00:00:00,,,,Emmen,Lucerne,2022-11-25T14:10:25.43,Prisca,Birrer-Heimo,,,D,
3354,4031,FR,4031,2744,,,Ingold,f,1948-05-23T00:00:00,,,,Winterthur,Zurich,2017-11-30T17:17:35.97,Maja,Ingold,,,D,
3355,4032,FR,4032,2745,5,dipl. nat. ETH,Jans,m,1964-07-12T00:00:00,,,,Bâle,Bâle-Ville,2019-10-22T15:18:44.2,Beat,Jans,,,D,
3356,4033,FR,4033,2746,23,Dr. oec. HSG,Stadler,m,1948-12-24T00:00:00,,,,Altdorf,Uri,2018-10-09T16:30:47.12,Markus,Stadler Markus,10,Premier-lieutenant,D,
3357,4036,FR,4036,2747,,,Streiff-Feller,f,1957-08-17T00:00:00,,,,Berne,Berne,2022-09-14T13:20:54.73,Marianne,Streiff,,,D,
3358,4040,FR,4040,2748,115,lic. iur.,Schneider-Schneiter,f,1964-02-19T00:00:00,,,,Bâle,Bâle-Ville,2021-12-21T13:56:53.913,Elisabeth,Schneider-Schneiter,,,D,
3359,4041,FR,4041,2749,230,dipl. Sanitärplaner,Flück,m,1957-04-21T00:00:00,,,,Unterseen,Berne,2018-10-05T16:05:27.557,Peter,Flück Peter,,,D,
3360,4042,FR,4042,2750,6,Dr. iur.,Frehner,m,1973-09-02T00:00:00,,,,Bâle,Bâle-Ville,2019-10-24T14:42:30.7,Sebastian,Frehner,,,D,
3361,4043,FR,4043,,,,Sauvant,m,1927-06-06T00:00:00,2012-01-28T00:00:00,,,,,2015-05-17T21:18:19.387,Jean-Marc,Sauvant,,,F,
3362,4044,FR,4044,,6,Dr. iur.,Buser,m,1926-04-14T00:00:00,2019-08-17T00:00:00,,,Lausen,Bâle-Campagne,2019-08-28T16:38:07.537,Walter,Buser,,,D,
3363,4045,FR,4045,2751,,,Pardini,m,1965-06-19T00:00:00,,,,Berne,Berne,2019-10-24T14:42:30.677,Corrado,Pardini,,,D,
3364,4046,FR,4046,2752,115,lic. iur.,Quadri,m,1974-11-05T00:00:00,,,,Sorengo,Tessin,2020-05-13T12:04:26.407,Lorenzo,Quadri,1,Soldat,I,
3365,4047,FR,4047,2753,232,Betriebswirtschafter HF,Fuchs,m,1966-06-18T00:00:00,,,,Berne,Berne,2015-05-17T21:18:19.387,Thomas,Fuchs,14,Colonel,D,
3366,4048,FR,4048,2755,,,Rusconi,m,1949-12-03T00:00:00,,,,Sorengo,Tessin,2015-05-19T16:19:15.45,Pierre,Rusconi,,,I,
3367,4049,FR,4049,2760,,,Aebischer,m,1967-10-18T00:00:00,,,,Schwarzenburg,Berne,2020-03-04T08:32:37.14,Matthias,Aebischer Matthias,1,Soldat,D,
3368,4050,FR,4050,2756,233,Dipl. Masch. Ing.-Biotechnologie,Böhni,m,1964-12-24T00:00:00,,,,Stein am Rhein,Schaffhouse,2018-10-05T13:31:00.453,Thomas,Böhni,1,Soldat,D,
3369,4051,FR,4051,2757,225,Eidg. Dipl. Betriebsökonom HWV,de Courten,m,1966-07-29T00:00:00,,,,Bâle,Bâle-Ville,2022-12-06T14:02:16.667,Thomas,de Courten,10,Premier-lieutenant,D,
3370,4052,FR,4052,2754,235,Wirtschaftsingenieur FH,Ritter,m,1967-04-19T00:00:00,,2,marié(e),Altstätten,St-Gall,2019-10-24T12:19:57.89,Markus,Ritter,2,Appointé,D,3
3371,4053,FR,4053,2758,236,"lic.oec.HSG, Harvard MPA",Aeschi,m,1979-01-13T00:00:00,,,,Zoug,Zoug,2021-04-01T11:38:14.523,Thomas,Aeschi Thomas,10,Premier-lieutenant,D,
3372,4054,FR,4054,2761,,,Vitali,m,1955-06-26T00:00:00,2020-06-12T00:00:00,,,Oberkirch,Lucerne,2020-06-15T14:35:28.26,Albert,Vitali,,,D,
3373,4055,FR,4055,2768,178,lic. iur. / Rechtsanwalt,Engler,m,1960-05-30T00:00:00,,,,Coire,Grisons,2019-10-22T15:31:07.417,Stefan,Engler,11,Capitaine,RM,
3374,4056,FR,4056,2767,6,Dr. iur.,Fässler,m,1960-08-22T00:00:00,,2,marié(e),Appenzell,Appenzell Rh.-Int.,2019-12-13T15:58:56.147,Daniel,Fässler Daniel,,,D,3
3375,4057,FR,4057,2759,291,lic. phil. / Master of Arts UZH,Wermuth,m,1986-02-19T00:00:00,,2,marié(e),Jegenstorf,Berne,2022-01-12T12:00:21.283,Cédric,Wermuth,,,F,2
3376,4058,FR,4058,2762,267,dipl.phil.II et lic.rer.publ.HSG,Badran,f,1961-11-12T00:00:00,,,,Sydney,,2019-10-22T15:15:34.303,Jacqueline,Badran Jacqueline,,,D,
3377,4059,FR,4059,2765,301,MLaw/SIA,Flach,m,1965-01-21T00:00:00,,2,marié(e),Berne,Berne,2019-11-14T15:02:16.623,Beat,Flach,1,Soldat,D,1
3378,4060,FR,4060,2766,,,Schneeberger,f,1967-09-19T00:00:00,,,,Liestal,Bâle-Campagne,2022-04-22T15:20:44.95,Daniela,Schneeberger,,,D,
3379,4061,FR,4061,2763,,,Hardegger,m,1956-04-02T00:00:00,,,,Zurich,Zurich,2019-11-05T09:46:13.513,Thomas,Hardegger,1,Soldat,D,
3380,4062,FR,4062,2769,239,Dipl. Konferenzdolmetscherin,Keller-Sutter,f,1963-12-22T00:00:00,,2,marié(e),Niederuzwil,St-Gall,2018-04-27T08:07:14.507,Karin,Keller-Sutter,,,D,0
3381,4063,FR,4063,2771,67,Dr. phil,Müller-Altermatt,m,1976-06-17T00:00:00,,2,marié(e),Langenthal,Berne,2021-10-27T13:58:08.153,Stefan,Müller-Altermatt,1,Soldat,D,5
3382,4064,FR,4064,2780,,,Eder,m,1951-11-24T00:00:00,,,,Münsterlingen,Thurgovie,2019-10-15T10:40:38.3,Joachim,Eder,2,Appointé,D,
3383,4065,FR,4065,2781,240,Führungsfachfrau eidg. FA / dipl. Kleinkindererzieherin,Umbricht Pieren,f,1980-02-14T00:00:00,,,,Berne,Berne,2022-12-15T14:28:49.72,Nadja,Umbricht Pieren,,,D,
3384,4066,FR,4066,2779,,,Quadranti,f,1957-07-18T00:00:00,,,,Lucerne,Lucerne,2019-10-24T14:42:30.68,Rosmarie,Quadranti,,,D,
3385,4067,FR,4067,2772,115,lic. iur.,Brand,m,1955-09-06T00:00:00,,,,Huttwil,Berne,2019-10-24T14:42:30.68,Heinz,Brand,,,D,
3386,4068,FR,4068,2774,10,dipl. Ing. Agr. ETH,Eberle,m,1953-12-07T00:00:00,,,,Zurich,Zurich,2019-12-04T15:06:48.197,Roland,Eberle,34,--,D,
3387,4069,FR,4069,2777,,,Feri,f,1966-03-21T00:00:00,,,,Baden,Argovie,2022-11-09T07:25:46.453,Yvonne,Feri Yvonne,,,D,
3388,4070,FR,4070,2770,358,Sozialversicherungsfachmann mit eidg. Fachausweis,Candinas,m,1980-08-20T00:00:00,,2,marié(e),Ilanz,Grisons,2022-10-17T10:42:23.163,Martin,Candinas,,,RM,3
3389,4071,FR,4071,2764,212,Rechtsanwalt,Gasche,m,1955-03-15T00:00:00,,,,Berne,Berne,2017-07-10T10:30:24.93,Urs,Gasche,12,Major,D,
3390,4072,FR,4072,2776,348,Avvocato,Regazzi,m,1962-06-22T00:00:00,,,,Locarno,Tessin,2019-11-21T16:29:15.877,Fabio,Regazzi,4,Sergent,I,
3391,4073,FR,4073,2773,,,Pantani,f,1965-09-19T00:00:00,,,,Sorengo,Tessin,2019-10-24T14:42:30.68,Roberta,Pantani,,,I,
3392,4074,FR,4074,2778,271,diplôme fédéral de médecin,Fridez,m,1957-11-20T00:00:00,,2,marié(e),Moutier,Berne,2022-01-31T09:33:31.33,Pierre-Alain,Fridez,1,Soldat,F,4
3393,4075,FR,4075,2775,266,Dr. iur. / MPA (Harvard),Caroni,m,1980-04-19T00:00:00,,,,St-Gall,St-Gall,2022-07-08T11:53:01.37,Andrea,Caroni,13,Lieutenant-colonel,D,2
3394,4076,FR,4076,2792,,,Hadorn,m,1967-02-06T00:00:00,,,,Grenchen,Soleure,2019-12-18T12:54:15.89,Philipp,Hadorn,,,D,
3395,4077,FR,4077,2789,117,lic. en droit,Feller,m,1974-08-30T00:00:00,,,,Genolier,Vaud,2022-07-28T10:25:02.963,Olivier,Feller,3,Caporal,F,
3396,4078,FR,4078,2783,245,Dr. iur. HSG,Schmid,m,1969-05-24T00:00:00,,,,Thusis,Grisons,2021-03-23T16:30:09.753,Martin,Schmid Martin,11,Capitaine,D,
3397,4079,FR,4079,2788,,,Derder,m,1970-12-04T00:00:00,,,,Lausanne,Vaud,2019-10-15T09:55:01.553,Fathi,Derder,,,F,
3398,4081,FR,4081,2782,,,Kessler,f,1948-12-25T00:00:00,,,,Lucerne,Lucerne,2018-10-05T16:22:01.29,Margrit,Kessler,,,D,
3399,4082,FR,4082,2785,100,dipl. EI. Ing. HTL,Guhl,m,1972-06-10T00:00:00,,,,Uzwil,St-Gall,2019-10-24T14:42:30.683,Bernhard,Guhl,2,Appointé,D,
3400,4083,FR,4083,2786,,,Grossen,m,1969-08-24T00:00:00,,,,Frutigen,Berne,2019-10-22T15:18:44.203,Jürg,Grossen Jürg,1,Soldat,D,
3401,4084,FR,4084,2784,10,dipl. Ing. Agr. ETH,Pezzatti,m,1951-03-04T00:00:00,,,,Zoug,Zoug,2019-10-15T09:55:01.567,Bruno,Pezzatti,2,Appointé,D,
3402,4085,FR,4085,2787,115,lic. iur.,Vogler,m,1956-03-24T00:00:00,,,,Sarnen,Obwald,2019-10-15T09:55:01.567,Karl,Vogler,,,D,
3403,4086,FR,4086,2790,134,lic. ès sc. pol.,Buttet,m,1977-07-12T00:00:00,,,,Monthey,Valais,2018-07-05T09:01:04.09,Yannick,Buttet,37,Lieutenant-colonel EMG,F,
3404,4087,FR,4087,2798,261,med. vet.,Gschwind,m,1952-10-31T00:00:00,,,,Porrentruy,Jura,2019-10-22T15:18:44.203,Jean-Paul,Gschwind,1,Soldat,F,
3405,4088,FR,4088,2793,,,Baumann,m,1955-09-23T00:00:00,,,,Wassen,Uri,2019-10-15T10:40:38.3,Isidor,Baumann,2,Appointé,D,
3406,4089,FR,4089,2794,26,Dr. rer. pol.,Fischer,m,1965-04-05T00:00:00,,,,Horw,Lucerne,2019-11-15T10:33:18.197,Roland,Fischer Roland,46,Capitaine aD,D,
3407,4090,FR,4090,2796,3,lic. en droit,Amaudruz,f,1979-03-15T00:00:00,,,,Genève,Genève,2021-09-20T16:37:55,Céline,Amaudruz,,,F,
3408,4091,FR,4091,2795,249,Master ès Lettres,Reynard,m,1987-09-07T00:00:00,,,,Sion,Valais,2020-02-14T15:12:08.16,Mathias,Reynard,,,F,
3409,4092,FR,4092,2797,117,lic. en droit,Poggia,m,1959-04-25T00:00:00,,,,Moutier,Berne,2015-05-17T21:18:19.387,Mauro,Poggia,1,Soldat,F,
3410,4093,FR,4093,3003,,,Glättli,m,1972-02-12T00:00:00,,,,Zurich,Zurich,2021-12-01T09:37:02.013,Balthasar,Glättli,,,D,
3411,4094,FR,4094,2799,251,Eidg. dipl. PR-Berater,Hess,m,1961-06-28T00:00:00,,,,Berne,Berne,2021-03-22T16:47:43.39,Lorenz,Hess Lorenz,14,Colonel,D,
3412,4095,FR,4095,3000,252,lic. phil. hist.,Rytz,f,1962-03-02T00:00:00,,,,Thoune,Berne,2022-01-12T17:45:05.75,Regula,Rytz Regula,,,D,
3413,4096,FR,4096,3001,278,Braumeister,Gmür,m,1955-04-03T00:00:00,,2,marié(e),Einsiedeln,Schwyz,2019-11-14T15:13:37.703,Alois,Gmür Alois,12,Major,D,5
3414,4097,FR,4097,3012,253,lic. iur. / dipl. Ing.-Agr. FH,Müller,m,1958-07-04T00:00:00,,2,marié(e),Ruswil,Lucerne,2019-11-19T16:53:54.987,Leo,Müller Leo,12,Major,D,3
3415,4098,FR,4098,3013,12,lic. phil. I,Keller,m,1971-04-22T00:00:00,,,,Lucerne,Lucerne,2019-11-12T11:57:21.747,Peter,Keller Peter,,,D,
3416,4099,FR,4099,3011,152,Eidg. dipl. Versicherungsfachmann,Lehmann,m,1955-05-27T00:00:00,,,,Bâle,Bâle-Ville,2018-10-09T15:17:13.017,Markus,Lehmann,,,D,
3417,4100,FR,4100,3010,139,Dr. Ing. Agr. ETH,Rösti,m,1967-08-07T00:00:00,,,,Frutigen,Berne,2022-12-07T10:54:33.147,Albert,Rösti,2,Appointé,D,
3418,4101,FR,4101,3017,,,Bulliard-Marbach,f,1959-10-13T00:00:00,,2,marié(e),Berne,Berne,2019-11-20T11:52:48.75,Christine,Bulliard,,,D,3
3419,4102,FR,4102,3016,50,lic. rer. pol.,Bertschy,f,1979-07-02T00:00:00,,,,Thoune,Berne,2021-04-28T11:53:45.697,Kathrin,Bertschy,,,D,
3420,4103,FR,4103,3002,157,Meisterlandwirt,Hausammann,m,1964-09-20T00:00:00,,,,Münsterlingen,Thurgovie,2019-10-15T09:55:01.567,Markus,Hausammann,10,Premier-lieutenant,D,
3421,4104,FR,4104,3015,17,lic. oec. publ.,Gasser,m,1952-11-17T00:00:00,,,,Zurich,Zurich,2018-10-05T16:08:15.033,Josias F.,Gasser,3,Caporal,D,
3422,4105,FR,4105,3008,,,Ziörjen,m,1955-02-24T00:00:00,,,,Zurich,Zurich,2018-10-09T16:44:08.28,Lothar,Ziörjen,,,D,
3423,4106,FR,4106,3018,115,lic. iur.,Naef,m,1970-11-10T00:00:00,,,,Berne,Berne,2019-10-24T14:42:30.683,Martin,Naef,,,D,
3424,4107,FR,4107,3014,265,"Prof., Dr.iur., LL.M.",Amarelle,f,1971-09-14T00:00:00,,,,Montevideo,,2022-06-13T09:36:55.397,Cesla,Amarelle,,,F,
3425,4108,FR,4108,3604,254,Dr. ès science,Chevalley,f,1972-04-13T00:00:00,,,,Aubonne,Vaud,2021-07-26T12:46:10.487,Isabelle,Chevalley,,,F,
3426,4109,FR,4109,3009,,,Piller Carrard,f,1978-09-09T00:00:00,,2,marié(e),Billens,Fribourg,2020-02-14T14:32:56.867,Valérie,Piller Carrard,,,F,3
3427,4110,FR,4110,3005,115,lic. iur.,Egloff,m,1959-11-27T00:00:00,,,,Zurich,Zurich,2019-10-15T09:55:01.567,Hans,Egloff,2,Appointé,D,
3428,4111,FR,4111,3006,179,"Lic. en droit, brevet d'avocat",Ribaux,m,1962-02-24T00:00:00,,,,Neuchâtel,Neuchâtel,2015-05-17T21:18:19.387,Alain,Ribaux,10,Premier-lieutenant,F,
3429,4112,FR,4112,3019,191,"MBA, Master of Business Administration",Minder,m,1960-12-26T00:00:00,,,,Schaffhouse,Schaffhouse,2019-10-22T15:31:07.42,Thomas,Minder,10,Premier-lieutenant,D,
3430,4113,FR,4113,3007,249,Master ès Lettres,Tornare,m,1951-04-20T00:00:00,,,,Genève,Genève,2020-02-12T18:14:23.163,Manuel,Tornare,1,Soldat,F,
3431,4114,FR,4114,3021,,,Knecht,m,1960-03-24T00:00:00,,,,Leuggern,Argovie,2021-05-10T16:08:51.343,Hansjörg,Knecht,1,Soldat,D,
3432,4115,FR,4115,3020,6,Dr. iur.,Schwaab,m,1979-08-23T00:00:00,,,,Lausanne,Vaud,2018-01-11T15:57:43.477,Jean Christophe,Schwaab,,,F,
3433,4116,FR,4116,3023,115,lic. iur.,Gössi,f,1976-01-12T00:00:00,,,,Lucerne,Lucerne,2022-01-31T09:47:26.94,Petra,Gössi,,,D,
